"Neighborhoods","Periods","CrimeType_Category","total_crime_sum"
"Zuid","June021","Robbery/Theft",227
"Zuid","June021","Smuggling",5
"Zuid","June021","Total",373
"Zuid","June021","Violence",76
"Zuid","May2021","Environment",0
"Zuid","May2021","Inappropriateness",10
"Zuid","May2021","Other",47
"Zuid","May2021","Robbery/Theft",206
"Zuid","May2021","Smuggling",2
"Zuid","May2021","Total",335
"Zuid","May2021","Violence",66
"Zuid","Mrt2021","Environment",0
"Zuid","Mrt2021","Inappropriateness",7
"Zuid","Mrt2021","Other",50
"Zuid","Mrt2021","Robbery/Theft",219
"Zuid","Mrt2021","Smuggling",5
"Zuid","Mrt2021","Total",797
"Zuid","Mrt2021","Violence",492
"Zuid","Nov2021","Environment",0
"Zuid","Nov2021","Inappropriateness",9
"Zuid","Nov2021","Other",43
"Zuid","Nov2021","Robbery/Theft",234
"Zuid","Nov2021","Smuggling",3
"Zuid","Nov2021","Total",379
"Zuid","Nov2021","Violence",80
"Zuid","Oct2021","Environment",0
"Zuid","Oct2021","Inappropriateness",6
"Zuid","Oct2021","Other",32
"Zuid","Oct2021","Robbery/Theft",259
"Zuid","Oct2021","Smuggling",3
"Zuid","Oct2021","Total",394
"Zuid","Oct2021","Violence",90
"Zuid","Sept2021","Environment",0
"Zuid","Sept2021","Inappropriateness",7
"Zuid","Sept2021","Other",36
"Zuid","Sept2021","Robbery/Theft",249
"Zuid","Sept2021","Smuggling",2
"Zuid","Sept2021","Total",364
"Zuid","Sept2021","Violence",64
