"Neighborhoods","Listing_sum","Average_price","Percentage_home_apt","Percentage_hotel_room","Percentage_private_room","Percentage_shared_room","Periods","CrimeType_Category","total_crime_sum"
"Bos en Lommer",346,136.923387096774,0.838709677419355,0.00403225806451613,0.153225806451613,0.00403225806451613,"Feb2021","Smuggling",5
"Bos en Lommer",346,136.923387096774,0.838709677419355,0.00403225806451613,0.153225806451613,0.00403225806451613,"Feb2021","Total",185
"Bos en Lommer",346,136.923387096774,0.838709677419355,0.00403225806451613,0.153225806451613,0.00403225806451613,"Feb2021","Violence",62
"Bos en Lommer",346,136.923387096774,0.838709677419355,0.00403225806451613,0.153225806451613,0.00403225806451613,"Jan2021","Environment",0
"Bos en Lommer",346,136.923387096774,0.838709677419355,0.00403225806451613,0.153225806451613,0.00403225806451613,"Jan2021","Inappropriateness",11
"Bos en Lommer",346,136.923387096774,0.838709677419355,0.00403225806451613,0.153225806451613,0.00403225806451613,"Jan2021","Other",22
"Bos en Lommer",346,136.923387096774,0.838709677419355,0.00403225806451613,0.153225806451613,0.00403225806451613,"Jan2021","Robbery/Theft",83
"Bos en Lommer",346,136.923387096774,0.838709677419355,0.00403225806451613,0.153225806451613,0.00403225806451613,"Jan2021","Smuggling",3
"Bos en Lommer",346,136.923387096774,0.838709677419355,0.00403225806451613,0.153225806451613,0.00403225806451613,"Jan2021","Total",182
"Bos en Lommer",346,136.923387096774,0.838709677419355,0.00403225806451613,0.153225806451613,0.00403225806451613,"Jan2021","Violence",60
"Bos en Lommer",346,136.923387096774,0.838709677419355,0.00403225806451613,0.153225806451613,0.00403225806451613,"July2021","Environment",0
"Bos en Lommer",346,136.923387096774,0.838709677419355,0.00403225806451613,0.153225806451613,0.00403225806451613,"July2021","Inappropriateness",5
"Bos en Lommer",346,136.923387096774,0.838709677419355,0.00403225806451613,0.153225806451613,0.00403225806451613,"July2021","Other",22
"Bos en Lommer",346,136.923387096774,0.838709677419355,0.00403225806451613,0.153225806451613,0.00403225806451613,"July2021","Robbery/Theft",84
"Bos en Lommer",346,136.923387096774,0.838709677419355,0.00403225806451613,0.153225806451613,0.00403225806451613,"July2021","Smuggling",5
"Bos en Lommer",346,136.923387096774,0.838709677419355,0.00403225806451613,0.153225806451613,0.00403225806451613,"July2021","Total",163
"Bos en Lommer",346,136.923387096774,0.838709677419355,0.00403225806451613,0.153225806451613,0.00403225806451613,"July2021","Violence",44
"Bos en Lommer",346,136.923387096774,0.838709677419355,0.00403225806451613,0.153225806451613,0.00403225806451613,"June021","Environment",0
"Bos en Lommer",346,136.923387096774,0.838709677419355,0.00403225806451613,0.153225806451613,0.00403225806451613,"June021","Inappropriateness",10
"Bos en Lommer",346,136.923387096774,0.838709677419355,0.00403225806451613,0.153225806451613,0.00403225806451613,"June021","Other",27
"Bos en Lommer",346,136.923387096774,0.838709677419355,0.00403225806451613,0.153225806451613,0.00403225806451613,"June021","Robbery/Theft",106
"Bos en Lommer",346,136.923387096774,0.838709677419355,0.00403225806451613,0.153225806451613,0.00403225806451613,"June021","Smuggling",6
"Bos en Lommer",346,136.923387096774,0.838709677419355,0.00403225806451613,0.153225806451613,0.00403225806451613,"June021","Total",209
"Bos en Lommer",346,136.923387096774,0.838709677419355,0.00403225806451613,0.153225806451613,0.00403225806451613,"June021","Violence",52
